employee_id,wave_number,survey_date,response_flag,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future
E03980,1,2024-02-24,True,3.44,2.25,2.89,1.68,3.31,3.23,1.98,2.13
E03980,2,2024-07-03,True,2.64,3.91,2.93,2.21,3.19,3.77,2.36,2.44
E03980,3,2024-10-18,True,2.73,3.72,3.61,2.33,2.79,2.65,2.48,1.69
E03980,4,2025-02-03,True,2.03,3.35,2.69,2.65,2.69,2.89,2.02,2.22
E03980,5,2025-08-04,True,3.03,3.17,2.53,2.03,3.38,3.3,3.32,2.36
E03981,1,2024-03-01,True,3.08,5.0,3.35,4.66,2.99,3.98,3.08,3.67
E03981,2,2024-07-04,True,3.24,4.93,3.56,4.58,3.53,3.88,3.23,2.57
E03981,3,2024-10-04,True,3.71,4.86,3.3,4.1,3.64,3.27,2.91,3.11
E03981,4,2025-02-03,False,,,,,,,,
E03981,5,2025-07-26,False,,,,,,,,
E03982,1,2024-03-05,False,,,,,,,,
E03982,2,2024-07-02,True,3.84,2.83,4.61,3.66,5.0,3.78,3.96,5.0
E03982,3,2024-10-15,True,4.03,3.24,3.5,3.86,4.29,3.6,3.1,4.32
E03983,1,2024-03-05,True,2.77,3.63,2.88,2.92,3.49,3.31,2.89,3.07
E03983,2,2024-07-06,True,3.2,2.85,3.31,3.62,2.26,3.15,3.45,2.43
E03983,3,2024-10-19,True,3.56,2.9,4.23,3.74,1.96,3.82,3.98,2.59
E03983,4,2025-01-31,True,3.63,3.5,4.13,3.63,2.99,4.11,4.14,1.84
E03983,5,2025-08-08,False,,,,,,,,
E03984,1,2024-03-05,True,3.64,3.9,2.92,3.43,4.06,3.93,2.87,1.61
E03984,2,2024-06-25,True,3.94,4.66,1.71,3.23,4.44,3.82,2.27,1.3
E03984,3,2024-09-24,True,3.9,4.42,1.22,4.53,4.08,5.0,2.3,1.23
E03984,4,2025-02-08,False,,,,,,,,
E03984,5,2025-07-31,True,4.57,3.38,1.0,4.23,2.97,4.43,1.52,1.62
E03985,1,2024-02-26,True,3.2,3.3,4.25,4.65,3.28,3.62,3.35,3.52
E03985,2,2024-06-30,True,3.57,2.48,5.0,5.0,3.62,4.08,3.86,3.97
E03986,1,2024-03-06,True,2.16,4.3,4.09,3.97,3.35,3.09,4.06,3.37
E03986,2,2024-07-06,True,1.66,3.15,3.77,5.0,3.7,2.82,3.21,2.87
E03986,3,2024-10-16,True,1.99,2.71,3.56,5.0,3.46,3.33,2.63,3.11
E03986,4,2025-01-25,True,1.55,2.93,4.24,3.82,2.78,2.88,2.55,3.73
E03986,5,2025-08-08,True,1.48,2.26,4.21,4.04,2.32,3.27,3.37,3.47
E03987,1,2024-03-01,False,,,,,,,,
E03987,2,2024-06-25,True,3.21,2.69,3.48,2.3,2.99,5.0,2.75,1.65
E03987,3,2024-09-26,True,1.82,2.72,4.0,1.24,3.38,3.92,3.16,1.87
E03987,4,2025-02-07,True,1.37,3.28,3.65,1.33,2.6,3.34,3.69,1.59
E03987,5,2025-08-03,True,2.9,4.11,3.41,1.88,2.08,2.71,3.98,1.66
E03988,1,2024-02-28,True,3.58,2.3,2.6,2.85,4.99,4.77,2.9,3.46
E03989,1,2024-02-27,True,3.63,4.02,2.89,3.06,3.58,2.41,4.13,3.02
E03989,2,2024-06-25,True,3.39,4.72,3.45,3.01,2.77,2.47,3.36,1.82
E03989,3,2024-10-10,True,2.7,3.49,3.11,3.17,2.83,2.76,3.25,2.39
E03989,4,2025-02-08,True,2.75,3.15,3.49,2.7,3.63,2.95,3.73,3.52
E03989,5,2025-08-08,True,2.14,2.96,4.28,3.0,3.47,3.79,3.15,2.64
E03990,1,2024-03-07,False,,,,,,,,
E03990,2,2024-06-26,True,2.97,3.65,5.0,2.62,3.13,1.84,3.43,2.52
E03990,3,2024-09-25,True,3.5,2.91,4.49,2.73,3.67,1.41,3.95,1.86
E03990,4,2025-02-03,True,4.01,1.56,5.0,3.93,3.87,1.96,3.02,2.91
E03990,5,2025-07-29,True,4.23,2.08,5.0,3.81,4.23,1.89,2.87,2.28
E03992,1,2024-03-03,True,2.85,1.58,1.0,2.26,2.64,2.36,1.85,2.24
E03992,2,2024-07-02,True,1.93,1.3,1.0,3.38,3.41,2.88,1.0,2.42
E03992,3,2024-10-23,True,1.39,1.68,1.0,3.51,3.09,2.41,1.75,2.63
E03992,4,2025-02-02,True,1.9,1.0,1.25,3.52,2.66,2.78,1.85,2.68
E03992,5,2025-08-03,True,1.99,1.0,2.2,4.04,3.27,2.97,2.46,2.38
E03994,1,2024-03-05,False,,,,,,,,
E03994,2,2024-07-06,True,3.94,4.96,4.29,3.2,3.1,2.02,3.62,3.37
E03994,3,2024-10-17,True,5.0,3.98,4.74,3.35,3.87,2.01,3.39,4.13
E03994,4,2025-01-30,True,4.85,4.1,3.47,4.13,4.16,1.78,2.38,3.36
E03994,5,2025-07-25,True,4.83,3.71,3.43,2.88,4.11,2.56,2.87,2.49
E03995,1,2024-03-08,True,2.63,2.55,1.69,1.16,3.14,1.6,3.1,1.73
E03995,2,2024-07-03,True,4.12,2.17,1.72,1.52,3.75,1.79,2.24,1.98
E03995,3,2024-10-31,True,2.51,2.22,2.46,2.47,3.21,1.47,3.06,1.0
E03995,4,2025-01-26,True,2.71,2.77,2.92,1.05,3.8,2.46,2.57,1.81
E03995,5,2025-08-02,True,1.73,2.02,2.94,1.65,3.22,1.82,2.43,2.06
E03996,1,2024-03-03,True,3.85,4.21,4.78,4.33,4.33,4.09,3.17,4.12
E03996,2,2024-06-29,True,3.4,4.16,5.0,4.71,3.83,3.75,3.48,4.89
E03996,3,2024-10-06,True,3.94,4.09,3.97,3.89,4.35,3.66,3.2,4.31
E03996,4,2025-02-03,False,,,,,,,,
E03996,5,2025-08-06,False,,,,,,,,
E03997,1,2024-02-25,False,,,,,,,,
E03997,2,2024-06-26,True,2.16,1.0,2.04,2.03,2.77,4.28,1.79,1.16
E03997,3,2024-09-14,True,2.87,1.11,3.48,2.35,3.55,3.19,1.63,1.0
E03997,4,2025-02-08,True,3.12,1.04,1.99,1.72,3.56,3.94,1.13,1.63
E03997,5,2025-08-04,True,3.52,1.1,1.58,2.02,2.97,2.9,1.0,1.19
E03998,1,2024-03-08,False,,,,,,,,
E03998,2,2024-07-06,True,5.0,4.64,5.0,4.28,4.89,5.0,4.27,3.95
E03998,3,2024-10-06,False,,,,,,,,
E03998,4,2025-01-29,True,4.91,4.06,5.0,3.99,5.0,5.0,4.99,4.21
E03998,5,2025-08-03,True,5.0,3.62,5.0,4.38,4.55,5.0,4.5,4.71
E03999,1,2024-03-08,True,5.0,3.38,3.92,4.46,4.53,4.26,3.82,3.64
E03999,2,2024-07-06,True,3.96,4.27,3.76,4.02,4.66,4.83,1.55,3.93
E03999,3,2024-09-19,True,4.12,4.51,4.76,3.86,4.4,3.73,1.61,2.94
E03999,4,2025-02-02,True,3.61,4.07,4.65,3.92,3.76,3.66,1.9,2.76
E03999,5,2025-07-25,True,3.94,4.88,5.0,4.16,4.98,4.28,1.85,2.6
E04000,1,2024-03-06,True,3.53,3.85,4.29,2.81,3.6,3.1,4.28,3.56
E04000,2,2024-07-06,True,3.42,4.47,3.22,3.47,4.03,3.84,5.0,3.95
E04000,3,2024-09-10,True,2.84,4.4,1.97,3.74,3.53,3.41,4.43,4.58
E04000,4,2025-01-28,True,2.34,3.95,2.23,3.56,4.0,2.77,4.55,4.01
E04000,5,2025-08-03,True,2.07,3.81,2.02,4.18,4.37,2.55,3.72,3.99
E04001,1,2024-02-23,True,3.59,3.99,4.44,2.86,3.96,3.82,4.85,4.54
E04001,2,2024-06-26,False,,,,,,,,
E04001,3,2024-10-04,True,4.32,3.54,4.86,2.54,4.26,3.86,4.21,4.92
E04001,4,2025-01-30,True,3.14,3.92,4.21,3.29,3.67,2.84,3.91,5.0
E04001,5,2025-08-07,True,2.93,3.5,3.98,3.48,3.62,3.61,4.2,4.63
E04002,1,2024-02-28,True,4.13,4.61,4.34,2.66,4.06,4.84,4.01,3.08
E04002,2,2024-06-28,True,3.56,4.3,4.15,2.61,4.68,4.7,4.08,2.84
E04002,3,2024-10-31,False,,,,,,,,
E04002,4,2025-01-26,True,3.31,4.4,4.03,2.91,5.0,5.0,4.24,2.85
E04002,5,2025-07-26,True,3.02,4.69,3.64,3.24,4.43,4.73,3.82,4.73
E04004,1,2024-02-28,True,4.1,4.21,2.99,5.0,4.29,2.28,3.62,4.61
E04004,2,2024-06-26,True,3.6,3.56,2.79,5.0,4.13,3.05,4.18,4.41
E04004,3,2024-09-10,True,4.14,5.0,3.98,5.0,4.22,3.14,3.73,3.59
E04004,4,2025-01-31,True,4.31,4.82,3.4,4.73,4.31,2.45,4.9,2.41
E04004,5,2025-08-03,True,3.5,5.0,3.92,4.51,4.11,3.25,4.12,3.28
E04005,1,2024-02-23,True,5.0,2.49,5.0,4.21,3.96,4.04,4.64,3.02
E04005,2,2024-06-29,True,4.42,2.59,5.0,4.69,3.85,3.47,3.21,3.56
E04005,3,2024-10-23,True,4.61,2.29,5.0,2.93,3.56,3.22,4.0,2.71
E04005,4,2025-02-08,True,4.34,2.5,4.33,3.41,2.47,3.86,3.89,3.38
E04005,5,2025-07-25,True,4.35,2.35,4.63,3.93,2.23,4.44,3.95,3.89
E04006,1,2024-03-08,True,2.95,3.61,3.63,4.35,1.75,4.47,3.37,3.08
E04006,2,2024-06-25,True,3.63,3.8,4.18,3.11,1.23,5.0,4.41,2.93
E04006,3,2024-10-17,True,3.96,2.02,2.97,3.51,1.0,4.1,4.57,2.54
E04006,4,2025-02-02,True,4.03,2.72,3.16,3.82,1.54,3.13,3.85,3.15
E04006,5,2025-07-28,True,3.69,2.19,3.58,4.59,1.74,4.05,3.9,3.19
E04007,1,2024-03-04,True,2.41,2.72,3.5,2.91,2.42,3.0,3.32,2.11
E04007,2,2024-07-07,True,2.43,4.15,2.43,4.5,1.68,2.45,4.67,1.71
E04007,3,2024-10-20,True,2.66,4.29,1.68,3.73,2.3,3.0,3.79,1.53
E04007,4,2025-01-27,True,3.16,2.76,2.34,3.58,1.76,2.29,4.4,3.02
E04007,5,2025-08-04,True,3.47,2.4,4.29,3.16,1.94,1.67,4.0,2.71
E04008,1,2024-02-26,False,,,,,,,,
E04008,2,2024-06-29,True,4.99,3.96,4.55,5.0,4.11,3.69,3.66,3.81
E04008,3,2024-09-02,False,,,,,,,,
E04008,4,2025-02-04,True,4.38,5.0,4.16,4.23,4.37,2.97,2.22,3.17
E04008,5,2025-07-29,True,4.47,4.4,4.28,4.36,4.95,3.2,2.38,3.71
E04009,1,2024-03-02,True,2.92,2.84,3.04,3.06,2.62,1.62,2.01,2.06
E04009,2,2024-06-28,True,1.26,2.86,2.52,3.16,1.8,2.17,2.47,2.46
E04009,3,2024-10-06,False,,,,,,,,
E04009,4,2025-01-25,True,2.28,3.49,3.02,3.34,1.62,1.77,3.31,2.51
E04009,5,2025-08-03,True,1.98,2.37,2.99,3.66,2.18,2.66,2.39,2.22
E04010,1,2024-02-23,True,3.8,4.97,4.41,3.45,5.0,4.39,4.43,4.12
E04010,2,2024-06-27,False,,,,,,,,
E04010,3,2024-10-20,False,,,,,,,,
E04010,4,2025-02-08,True,3.78,5.0,4.12,4.39,4.75,4.96,4.23,5.0
E04010,5,2025-08-03,True,3.63,4.29,4.38,4.05,4.7,5.0,5.0,5.0
E04012,1,2024-03-03,True,3.85,3.02,2.71,2.72,4.14,2.87,5.0,3.68
E04012,2,2024-06-28,True,3.23,2.89,2.47,2.86,2.88,2.41,5.0,3.69
E04012,3,2024-09-14,True,3.25,3.51,2.06,3.68,2.96,2.27,5.0,4.84
E04012,4,2025-02-07,False,,,,,,,,
E04012,5,2025-07-30,False,,,,,,,,
E04013,1,2024-03-03,True,3.98,5.0,3.17,4.08,1.8,3.44,5.0,3.72
E04013,2,2024-07-06,True,3.7,4.41,3.33,3.29,2.54,3.49,5.0,2.84
E04013,3,2024-10-11,True,3.89,3.93,2.93,3.39,2.7,3.29,5.0,2.69
E04013,4,2025-02-03,True,3.92,4.99,2.08,4.39,3.19,4.03,5.0,1.77
E04013,5,2025-08-02,True,5.0,4.67,2.15,4.37,2.6,4.3,3.92,2.49
E04014,1,2024-03-02,True,1.78,1.0,3.56,3.12,3.06,2.95,2.65,2.89
E04014,2,2024-07-04,True,1.89,1.0,1.93,2.73,4.04,3.04,3.5,3.62
E04014,3,2024-09-11,True,2.44,1.9,2.57,3.11,4.29,4.17,3.56,3.71
E04014,4,2025-01-25,True,2.01,2.23,3.48,2.25,4.13,4.81,4.33,4.96
E04014,5,2025-08-04,True,1.39,2.13,3.59,2.12,4.6,3.53,4.17,4.73
E04015,1,2024-02-23,False,,,,,,,,
E04015,2,2024-07-08,True,4.2,2.81,4.01,4.2,4.55,4.51,4.18,4.62
E04015,3,2024-10-14,True,3.45,3.33,3.56,3.62,4.51,3.67,4.95,4.24
E04015,4,2025-02-06,True,3.46,3.26,4.1,3.44,3.77,2.82,4.52,3.94
E04015,5,2025-08-03,True,4.17,2.84,3.97,3.03,3.79,3.49,3.53,2.53
E04016,1,2024-03-04,False,,,,,,,,
E04016,2,2024-07-08,True,4.61,3.42,3.5,5.0,4.01,4.11,5.0,5.0
E04016,3,2024-10-21,True,4.61,4.92,4.12,3.91,3.16,4.61,5.0,4.78
E04016,4,2025-01-29,False,,,,,,,,
E04016,5,2025-08-01,True,4.08,5.0,4.54,4.33,5.0,5.0,4.39,4.08
E04017,1,2024-03-01,True,3.37,4.79,4.32,4.45,3.15,3.99,4.62,3.98
E04017,2,2024-07-07,True,3.3,4.65,4.02,4.77,3.52,4.43,4.74,4.42
E04017,3,2024-09-01,True,2.42,5.0,3.63,4.98,3.88,4.74,5.0,4.33
E04017,4,2025-01-26,True,4.24,5.0,4.22,4.86,2.86,5.0,4.95,4.63
E04017,5,2025-07-29,True,4.36,3.56,3.71,4.89,3.15,3.93,3.86,3.68
E04018,1,2024-03-01,True,2.58,2.6,2.91,4.05,3.16,4.53,4.61,2.92
E04018,2,2024-06-29,True,2.62,3.45,2.71,3.92,3.09,4.03,3.94,2.64
E04018,3,2024-10-14,True,1.74,3.18,3.31,3.84,3.86,5.0,4.19,2.7
E04018,4,2025-02-03,True,1.83,3.78,3.4,3.76,3.76,4.9,4.23,4.47
E04018,5,2025-07-29,False,,,,,,,,
E04019,1,2024-02-23,True,4.13,3.34,2.56,3.45,3.19,4.63,3.5,4.67
E04019,2,2024-06-25,True,4.16,2.74,2.25,3.46,3.01,3.55,3.27,5.0
E04019,3,2024-09-26,True,4.79,2.92,2.41,3.72,2.75,3.88,2.74,4.27
E04019,4,2025-01-27,True,4.57,3.64,3.52,4.57,2.56,3.06,3.33,5.0
E04019,5,2025-07-25,True,5.0,3.95,3.31,4.34,1.76,3.46,2.95,4.1
E04021,1,2024-02-24,True,4.04,2.04,2.87,2.56,3.36,2.89,3.12,2.48
E04021,2,2024-07-08,True,3.89,1.19,4.17,2.64,3.24,2.99,3.64,3.32
E04021,3,2024-10-31,True,4.2,1.33,3.83,4.38,3.61,4.09,3.2,2.85
E04021,4,2025-01-27,True,3.44,1.51,4.87,3.82,2.95,4.24,3.13,2.42
E04021,5,2025-08-08,True,2.68,2.03,5.0,3.86,3.68,3.98,3.69,1.79
E04022,1,2024-03-04,False,,,,,,,,
E04022,2,2024-07-02,True,2.34,2.49,3.88,4.09,4.59,4.56,4.34,3.4
E04022,3,2024-09-19,False,,,,,,,,
E04022,4,2025-01-29,True,1.71,1.92,3.09,3.29,3.62,4.49,3.57,2.64
E04022,5,2025-08-07,True,2.47,2.35,3.17,2.46,4.12,5.0,3.75,1.88
E04023,1,2024-02-26,True,2.34,3.15,1.85,2.78,3.76,1.79,1.13,3.35
E04023,2,2024-07-07,True,3.1,2.5,3.4,1.82,3.43,1.29,1.0,3.17
E04023,3,2024-10-19,True,3.07,2.43,3.3,2.06,2.98,1.0,1.0,3.1
E04023,4,2025-01-29,True,2.22,1.59,3.54,1.67,3.18,1.64,1.06,2.23
E04023,5,2025-08-07,False,,,,,,,,
E04024,1,2024-03-04,True,1.84,3.01,3.12,3.59,2.71,4.31,3.61,3.88
E04024,2,2024-06-24,True,1.57,3.29,3.03,4.21,3.44,3.86,1.99,3.01
E04024,3,2024-10-29,True,2.17,4.06,2.61,4.42,2.48,3.64,3.39,3.13
E04024,4,2025-01-28,True,2.14,3.13,2.29,3.67,2.83,3.71,2.84,2.69
E04024,5,2025-07-30,True,2.75,3.27,2.18,3.89,1.5,4.0,3.68,2.95
E04025,1,2024-03-07,True,3.4,4.09,1.81,3.43,4.14,4.31,3.62,3.72
E04025,2,2024-06-30,True,2.52,4.17,2.22,2.78,2.74,3.96,3.22,4.84
E04025,3,2024-10-18,True,3.89,3.35,3.03,3.4,4.14,3.22,3.2,5.0
E04025,4,2025-02-06,True,2.58,2.87,3.17,3.99,2.67,3.5,3.94,4.25
E04025,5,2025-08-08,True,2.85,2.68,2.91,4.16,3.62,3.19,3.55,3.68
E04026,1,2024-02-23,True,3.9,4.37,5.0,5.0,4.92,3.8,5.0,4.64
E04026,2,2024-07-07,False,,,,,,,,
E04026,3,2024-09-13,True,4.73,5.0,5.0,5.0,4.61,3.96,4.92,4.91
E04026,4,2025-02-08,True,4.98,3.01,5.0,5.0,5.0,3.84,4.41,5.0
E04026,5,2025-08-08,True,3.97,3.18,4.5,5.0,5.0,4.03,4.35,5.0
E04027,1,2024-03-04,True,4.35,4.29,4.33,5.0,4.65,4.83,5.0,3.4
E04027,2,2024-06-29,True,4.19,3.38,3.81,4.24,4.59,3.26,4.29,3.07
E04027,3,2024-10-05,True,4.12,4.36,4.03,5.0,4.49,3.95,4.14,3.02
E04027,4,2025-01-25,True,4.73,4.79,3.87,5.0,4.56,3.71,4.87,4.05
E04027,5,2025-08-01,True,5.0,3.76,4.24,5.0,5.0,4.77,5.0,2.76
E04028,1,2024-03-02,True,2.67,3.82,3.71,2.96,3.51,2.97,3.2,3.03
E04028,2,2024-07-06,True,2.33,3.11,3.14,4.27,4.11,4.01,2.75,1.73
E04028,3,2024-10-13,True,3.67,3.44,3.14,3.78,2.83,4.16,4.35,1.98
E04028,4,2025-02-04,True,4.16,3.44,3.44,3.34,3.25,3.63,3.67,2.52
E04029,1,2024-03-02,True,3.96,3.65,3.71,5.0,4.41,4.1,3.33,3.0
E04029,2,2024-06-27,True,3.58,3.71,4.61,4.71,4.79,4.96,3.66,3.61
E04029,3,2024-09-25,True,4.55,4.21,4.97,5.0,5.0,4.16,2.68,2.54
E04029,4,2025-01-30,True,5.0,5.0,4.32,5.0,5.0,3.69,2.88,3.37
E04029,5,2025-08-01,False,,,,,,,,
E04030,1,2024-03-02,True,3.2,1.82,1.24,3.72,2.36,3.54,2.25,2.6
E04030,2,2024-06-27,True,2.38,1.6,2.61,3.05,2.12,3.85,2.09,2.69
E04030,3,2024-09-15,True,2.86,1.0,1.24,2.91,1.83,3.54,1.93,2.87
E04030,4,2025-01-29,True,2.86,1.64,1.3,3.2,2.4,2.1,2.19,2.46
E04030,5,2025-07-26,True,2.57,2.35,1.43,3.93,2.62,1.74,2.65,2.58
E04032,1,2024-03-06,True,4.07,4.6,3.84,4.39,4.02,4.01,4.51,4.32
E04032,2,2024-06-26,False,,,,,,,,
E04032,3,2024-10-07,True,3.61,4.26,4.19,4.36,3.55,5.0,4.37,3.28
E04032,4,2025-02-06,True,3.85,4.23,3.31,3.61,3.74,4.02,4.54,3.4
E04032,5,2025-07-29,True,3.61,3.19,3.92,3.13,2.13,3.37,4.85,3.85
E04033,1,2024-02-25,True,3.4,2.25,4.65,2.69,3.25,3.8,2.73,4.45
E04033,2,2024-06-28,True,3.0,2.48,5.0,1.89,2.1,3.68,2.22,4.5
E04033,3,2024-09-22,True,3.37,3.63,3.89,1.94,2.38,2.45,3.4,4.69
E04033,4,2025-02-05,True,4.17,3.36,3.79,3.58,2.3,1.66,2.62,4.33
E04033,5,2025-08-07,True,4.18,2.79,3.94,2.66,1.85,1.83,2.2,3.72
E04034,1,2024-02-29,True,3.66,3.1,3.64,3.12,4.78,3.46,1.91,3.33
E04034,2,2024-06-29,True,3.62,3.52,3.07,3.18,4.3,2.78,2.82,2.69
E04034,3,2024-09-26,True,4.19,3.35,1.62,2.99,4.52,2.72,3.64,1.76
E04034,4,2025-02-04,True,3.36,1.85,2.24,3.17,4.78,2.93,3.1,2.83
E04034,5,2025-07-27,True,3.61,1.61,2.87,2.47,4.57,2.98,3.27,3.66
E04035,1,2024-03-05,True,4.63,3.94,3.73,2.18,3.06,1.51,2.87,5.0
E04035,2,2024-06-29,True,4.68,2.46,4.87,2.33,2.7,2.16,2.9,4.96
E04035,3,2024-09-20,True,4.24,3.05,4.04,2.52,3.32,2.17,2.6,5.0
E04035,4,2025-01-27,False,,,,,,,,
E04035,5,2025-07-30,True,3.8,2.63,4.3,3.74,4.19,2.85,2.26,4.74
E04036,1,2024-03-08,True,3.84,4.1,2.82,3.73,3.13,2.06,2.52,2.22
E04036,2,2024-06-27,False,,,,,,,,
E04036,3,2024-10-07,True,4.19,4.98,3.66,3.19,3.52,2.97,2.28,2.1
E04036,4,2025-01-25,False,,,,,,,,
E04036,5,2025-08-05,True,4.41,5.0,3.81,3.68,3.65,3.41,3.44,1.92
E04037,1,2024-03-06,True,3.85,4.55,3.0,4.25,3.62,3.05,4.46,3.89
E04037,2,2024-07-04,True,3.11,4.85,3.33,2.3,3.5,2.65,4.14,2.81
E04037,3,2024-09-17,True,2.77,4.71,3.12,3.68,4.27,4.36,4.32,2.52
E04037,4,2025-02-02,True,2.58,5.0,2.37,3.99,5.0,4.52,4.77,3.15
E04037,5,2025-07-29,True,2.49,4.27,3.58,3.44,4.14,4.15,3.73,3.29
E04038,1,2024-02-24,True,2.88,2.28,4.11,5.0,3.47,4.58,3.35,3.0
E04038,2,2024-07-04,True,2.83,2.81,4.04,4.45,4.81,3.87,4.4,2.7
E04038,3,2024-10-17,True,2.28,2.86,4.79,3.89,4.12,4.68,5.0,3.07
E04038,4,2025-02-08,True,2.26,2.21,4.88,4.44,3.94,4.39,4.16,3.72
E04038,5,2025-07-31,True,2.26,2.72,3.53,5.0,4.23,4.49,3.87,3.43
E04039,1,2024-03-04,False,,,,,,,,
E04039,2,2024-06-29,False,,,,,,,,
E04039,3,2024-09-21,False,,,,,,,,
E04039,4,2025-02-04,True,3.06,2.48,3.0,3.13,2.99,2.31,2.17,1.69
E04039,5,2025-07-28,True,3.5,2.67,3.01,1.99,1.07,2.6,3.16,2.42
E04040,1,2024-02-24,True,4.53,3.45,4.94,4.69,5.0,5.0,5.0,5.0
E04040,2,2024-07-07,True,5.0,3.9,4.99,4.82,5.0,3.47,5.0,4.41
E04040,3,2024-10-15,True,5.0,4.0,4.3,4.23,5.0,3.73,5.0,4.72
E04040,4,2025-01-30,True,4.46,4.6,4.91,4.1,5.0,2.63,5.0,4.91
E04040,5,2025-08-07,True,3.6,4.47,5.0,3.16,4.9,3.61,4.27,5.0
E04041,1,2024-03-02,True,4.6,4.39,5.0,3.78,5.0,4.43,2.91,4.99
E04041,2,2024-06-28,True,3.46,4.0,4.45,3.63,5.0,2.84,1.56,5.0
E04041,3,2024-09-05,True,4.2,5.0,4.43,3.9,4.44,4.4,2.76,4.82
E04041,4,2025-01-27,True,3.75,5.0,4.71,4.74,3.81,4.11,2.92,4.78
E04041,5,2025-08-03,True,3.65,4.17,5.0,4.26,4.06,4.0,2.29,5.0
E04043,1,2024-03-03,False,,,,,,,,
E04043,2,2024-07-06,True,3.5,3.9,3.84,3.45,2.94,3.59,3.03,3.46
E04043,3,2024-10-03,True,3.46,3.85,3.79,2.32,2.45,3.74,3.1,3.18
E04043,4,2025-02-05,True,3.53,4.15,4.86,2.35,2.45,3.98,2.56,1.93
E04043,5,2025-08-07,True,4.3,4.15,3.37,2.69,1.9,3.2,2.72,2.28
E04044,1,2024-03-01,False,,,,,,,,
E04044,2,2024-07-01,True,3.37,3.35,2.79,3.46,3.71,3.01,2.44,3.48
E04044,3,2024-09-17,True,5.0,3.05,4.3,4.27,4.36,2.39,1.97,3.44
E04044,4,2025-01-26,True,4.34,3.87,5.0,4.75,4.18,3.07,2.78,3.37
E04044,5,2025-08-05,False,,,,,,,,
E04045,1,2024-02-23,True,4.34,4.27,3.39,2.99,3.35,4.87,4.41,4.13
E04045,2,2024-07-07,True,4.02,4.11,3.3,3.7,3.0,4.27,3.17,3.89
E04045,3,2024-09-02,True,3.07,3.98,2.96,3.99,3.89,2.91,4.06,4.65
E04045,4,2025-02-03,True,3.56,4.95,3.2,3.93,3.62,3.06,3.38,3.79
E04045,5,2025-07-29,True,4.1,4.98,4.67,3.68,4.46,4.42,4.07,3.82
E04046,1,2024-03-06,True,2.61,2.89,3.6,2.26,2.48,3.69,2.55,2.88
E04046,2,2024-07-03,True,3.18,3.02,3.05,1.59,2.19,2.3,1.96,2.38
E04046,3,2024-10-24,True,3.24,1.74,1.99,1.92,2.73,1.64,2.14,2.69
E04046,4,2025-01-29,True,3.63,2.62,2.24,1.49,3.28,1.38,1.5,2.79
E04046,5,2025-08-08,True,2.74,3.3,1.56,2.45,2.87,2.24,2.05,1.65
E04047,1,2024-02-28,False,,,,,,,,
E04047,2,2024-06-29,True,4.01,4.39,3.54,3.39,2.77,3.95,4.45,4.14
E04047,3,2024-09-06,False,,,,,,,,
E04047,4,2025-01-31,True,4.61,5.0,4.3,3.08,3.26,4.33,4.99,3.82
E04047,5,2025-07-31,True,5.0,5.0,4.66,3.57,3.96,4.98,4.76,4.6
E04048,1,2024-03-06,True,3.86,3.78,2.26,3.77,2.7,4.14,2.41,2.72
E04048,2,2024-06-30,True,4.04,2.19,2.41,2.89,2.71,2.79,2.1,3.21
E04048,3,2024-09-15,True,3.73,2.77,2.39,3.62,3.91,3.59,1.14,2.92
E04049,1,2024-02-28,True,2.5,4.68,2.27,3.74,1.48,4.57,3.49,3.57
E04049,2,2024-06-28,True,2.19,3.85,2.34,3.76,2.38,4.43,3.57,4.09
E04049,3,2024-10-18,True,2.88,3.47,2.77,3.99,2.48,3.62,3.53,3.65
E04049,4,2025-01-26,True,2.95,2.99,2.62,3.09,3.2,3.57,3.41,3.31
E04049,5,2025-08-07,True,2.21,3.33,2.81,3.09,1.99,3.05,2.63,3.49
E04051,1,2024-02-29,True,5.0,4.28,4.03,2.46,4.25,5.0,3.75,3.18
E04051,2,2024-06-29,True,5.0,3.59,4.09,2.86,3.51,4.2,3.54,3.21
E04051,3,2024-10-31,True,4.65,3.72,4.0,2.76,4.0,4.6,4.44,3.89
E04051,4,2025-02-02,True,5.0,4.35,3.41,3.57,2.29,4.75,4.2,3.09
E04051,5,2025-08-08,True,5.0,2.26,1.78,3.83,3.89,4.38,3.36,3.21
E04052,1,2024-03-06,True,2.84,2.01,4.71,3.82,3.63,3.41,4.06,3.77
E04052,2,2024-07-05,True,3.01,2.75,4.45,3.44,3.02,3.04,3.58,3.51
E04052,3,2024-10-21,True,3.02,3.68,3.76,4.1,3.35,3.01,3.65,4.2
E04052,4,2025-02-02,True,3.53,5.0,3.31,4.63,2.95,2.01,3.75,3.55
E04052,5,2025-08-04,True,2.62,4.36,4.24,3.93,3.17,2.91,2.85,2.93
E04053,1,2024-03-04,True,4.91,5.0,3.9,3.62,4.51,4.26,4.43,3.61
E04053,2,2024-06-27,True,5.0,5.0,3.63,3.67,4.4,3.5,4.48,4.2
E04053,3,2024-10-10,True,4.23,3.89,3.3,2.93,5.0,4.95,4.59,5.0
E04053,4,2025-01-25,True,4.17,3.44,4.93,3.19,5.0,4.66,4.77,4.6
E04053,5,2025-07-30,True,4.21,3.97,4.54,3.76,4.79,4.31,4.9,4.15
