employee_id,exit_date,exit_type,stated_exit_reason,notice_period_served,regrettable_flag,performance_band_at_exit,salary_at_exit,manager_id_at_exit,pathway
E03150,2024-05-31,voluntary,Career advancement,True,False,Meets Expectations,134800.0,E02077,push
E03171,2025-02-28,voluntary,Career advancement,True,False,Meets Expectations,123800.0,E07606,push
E03172,2025-08-29,voluntary,Work-life balance,False,False,Meets Expectations,121200.0,E04453,push
E03183,2024-06-14,voluntary,Career advancement,True,False,High Performer,130500.0,E12826,push
E03189,2024-11-29,voluntary,Career advancement,True,False,Meets Expectations,127800.0,E11372,push
E03199,2025-02-04,voluntary,Better opportunity,True,False,Meets Expectations,127900.0,E01434,pull
E03205,2024-05-26,involuntary,Involuntary - performance,False,False,Below Expectations,132600.0,E02328,push
E03207,2025-02-21,voluntary,Career advancement,True,False,Below Expectations,129500.0,E00135,push
E03214,2024-11-28,voluntary,Career advancement,True,True,Outstanding,126900.0,E00029,push
E03216,2024-04-05,voluntary,Career advancement,False,False,High Performer,123100.0,E04635,push
E03239,2025-04-07,voluntary,Career advancement,True,False,Below Expectations,152000.0,E00932,push
E03242,2025-02-25,voluntary,Career advancement,True,True,Outstanding,115300.0,E07777,pull
E03243,2025-10-17,voluntary,Better opportunity,False,True,High Performer,193600.0,E07291,pull
E03277,2025-03-25,voluntary,Career advancement,True,False,Meets Expectations,128200.0,E07967,push
E03318,2025-03-05,voluntary,Better opportunity,True,False,High Performer,132400.0,E10006,pull
E03322,2025-06-08,involuntary,Involuntary - performance,True,False,Below Expectations,151900.0,E04052,push
E03327,2025-10-04,involuntary,Involuntary - conduct,True,False,High Performer,141800.0,E01057,push
E03332,2024-08-06,voluntary,Better opportunity,True,True,Outstanding,176500.0,E12277,pull
E03336,2024-12-20,involuntary,Involuntary - performance,True,False,Below Expectations,238800.0,E07285,push
E03357,2024-03-13,involuntary,Involuntary - restructure,False,False,Meets Expectations,168400.0,E02260,push
E03372,2025-08-14,voluntary,Career advancement,True,False,Below Expectations,133100.0,E08921,push
E03375,2024-06-28,voluntary,Better opportunity,True,True,Outstanding,137300.0,E00597,pull
E03381,2025-03-31,voluntary,Career advancement,True,False,High Performer,174200.0,E00774,push
E03393,2024-03-29,voluntary,Career advancement,False,False,High Performer,120400.0,E13079,push
E03404,2024-10-24,voluntary,Career advancement,True,False,Meets Expectations,91000.0,E00896,push
E03414,2024-11-17,involuntary,Involuntary - performance,True,False,Unsatisfactory,147400.0,E11616,push
E03421,2024-05-17,involuntary,Involuntary - performance,False,False,Unsatisfactory,61700.0,E00322,push
E03433,2024-12-31,voluntary,Career advancement,True,False,High Performer,247300.0,E00096,pull
E03438,2025-07-17,voluntary,Better opportunity,True,False,Below Expectations,121800.0,E02970,pull
E03439,2024-02-29,voluntary,Career advancement,False,False,High Performer,161600.0,E01137,pull
E03440,2025-11-28,voluntary,Work-life balance,True,False,Meets Expectations,141400.0,E11218,push
E03442,2025-03-30,voluntary,Career advancement,True,False,High Performer,183500.0,E12716,pull
E03447,2025-01-17,voluntary,Relocation,True,False,Meets Expectations,122700.0,E05706,push
E03453,2025-04-11,voluntary,Study/career change,True,False,High Performer,88600.0,E03104,push
E03463,2025-10-31,involuntary,Involuntary - performance,True,False,Meets Expectations,73800.0,E04217,push
E03499,2024-07-14,voluntary,Compensation,True,False,Meets Expectations,130300.0,E01822,push
E03516,2024-10-31,involuntary,Involuntary - performance,False,False,Unsatisfactory,228200.0,E11584,push
E03526,2025-06-29,voluntary,Career advancement,True,False,Meets Expectations,112200.0,E01006,push
E03540,2024-03-02,voluntary,Career advancement,True,False,Meets Expectations,110400.0,E02725,push
E03553,2025-02-17,voluntary,Personal reasons,True,False,Below Expectations,55000.0,E02216,push
E03556,2024-09-06,involuntary,Involuntary - performance,False,False,Below Expectations,82500.0,E02427,push
E03563,2025-08-15,voluntary,Career advancement,True,False,Below Expectations,133500.0,E03094,push
E03571,2024-10-29,involuntary,Involuntary - performance,False,False,Below Expectations,141900.0,E05808,push
E03575,2024-10-25,voluntary,Career advancement,False,False,Below Expectations,102500.0,E00178,push
E03580,2025-03-30,voluntary,Career advancement,True,True,Outstanding,85200.0,E02432,pull
E03581,2024-11-26,voluntary,Career advancement,True,True,Outstanding,142600.0,E10879,push
E03586,2024-08-23,voluntary,Relocation,True,False,Meets Expectations,84700.0,E09707,push
E03599,2024-04-30,voluntary,Career advancement,True,False,Meets Expectations,101100.0,E04740,push
E03600,2025-04-30,voluntary,Better opportunity,True,False,Meets Expectations,84400.0,E02658,pull
E03601,2025-05-30,voluntary,Career advancement,True,False,Meets Expectations,66100.0,E00706,push
E03602,2025-09-17,voluntary,Relocation,True,False,Meets Expectations,109200.0,E04187,push
E03605,2024-09-27,involuntary,Involuntary - restructure,False,False,Meets Expectations,89600.0,E04920,push
E03608,2025-02-28,voluntary,Career advancement,False,False,High Performer,129100.0,E08209,push
E03617,2024-02-02,involuntary,Involuntary - conduct,False,False,Meets Expectations,214900.0,E09391,push
E03619,2024-11-30,voluntary,Career advancement,True,False,Meets Expectations,359600.0,E00132,push
E03638,2024-03-29,voluntary,Career advancement,True,False,Meets Expectations,112900.0,E00953,push
E03642,2025-04-09,voluntary,Work-life balance,True,False,High Performer,136600.0,E06558,push
E03643,2024-04-19,voluntary,Career advancement,True,False,High Performer,140700.0,E11603,pull
E03653,2025-05-09,voluntary,Career advancement,True,True,High Performer,80400.0,E09355,pull
E03680,2024-12-27,voluntary,Career advancement,False,False,Meets Expectations,112400.0,E02597,pull
E03682,2025-03-14,voluntary,Career advancement,True,False,Meets Expectations,141500.0,E08836,push
E03700,2025-02-21,voluntary,Career advancement,False,True,Outstanding,112400.0,E01208,pull
E03703,2025-03-31,involuntary,Involuntary - performance,False,False,Unsatisfactory,110200.0,E02625,push
E03708,2024-03-29,involuntary,Involuntary - performance,True,False,Below Expectations,93900.0,E03484,push
E03718,2024-02-23,voluntary,Relocation,True,False,Meets Expectations,110200.0,E06335,push
E03743,2024-04-18,voluntary,Work-life balance,True,False,Meets Expectations,95600.0,E04659,push
E03770,2025-01-31,voluntary,Career advancement,True,False,Meets Expectations,129200.0,E01316,push
E03775,2025-07-31,involuntary,Involuntary - restructure,True,False,Meets Expectations,128200.0,E01665,push
E03778,2024-03-10,voluntary,Better opportunity,True,False,Meets Expectations,159400.0,E00931,pull
E03781,2024-05-31,involuntary,Involuntary - performance,False,False,Below Expectations,130400.0,E03020,push
E03802,2024-08-30,voluntary,Career advancement,True,False,Meets Expectations,89400.0,E03349,push
E03807,2024-11-12,voluntary,Work-life balance,True,False,High Performer,128100.0,E13542,push
E03811,2024-10-20,voluntary,Career advancement,False,False,High Performer,227000.0,E04294,pull
E03822,2025-11-24,voluntary,Relocation,True,False,Meets Expectations,95000.0,E00661,push
E03823,2024-04-30,voluntary,Career advancement,True,False,Meets Expectations,136500.0,E03290,push
E03838,2024-05-10,involuntary,Involuntary - performance,True,False,Unsatisfactory,130700.0,E02133,push
E03839,2024-08-09,involuntary,Involuntary - performance,True,False,Unsatisfactory,138300.0,E00115,push
E03892,2025-10-19,involuntary,Involuntary - performance,False,False,Below Expectations,170200.0,E08008,push
E03920,2025-02-28,voluntary,Career advancement,True,False,Unsatisfactory,140400.0,E01628,push
E03945,2025-06-16,voluntary,Career advancement,True,False,Meets Expectations,145700.0,E09364,push
E03950,2025-04-30,voluntary,Better opportunity,False,False,High Performer,69900.0,E00953,push
E03970,2024-11-16,voluntary,Better opportunity,True,False,High Performer,63400.0,E12220,pull
E03974,2024-10-18,involuntary,Involuntary - performance,False,False,Unsatisfactory,136800.0,E10892,push
E03982,2024-10-15,involuntary,Involuntary - performance,False,False,Below Expectations,140200.0,E12941,push
E03985,2024-07-02,voluntary,Better opportunity,True,False,High Performer,110300.0,E00188,pull
E03988,2024-06-28,voluntary,Career advancement,True,False,High Performer,132900.0,E02309,push
E03998,2025-10-28,voluntary,Better opportunity,True,False,Meets Expectations,136700.0,E00790,pull
E04028,2025-05-12,voluntary,Work-life balance,True,False,Below Expectations,298400.0,E08605,push
E04048,2024-10-02,voluntary,Better opportunity,False,False,Meets Expectations,107200.0,E02194,pull
E04062,2024-08-23,voluntary,Better opportunity,True,False,Below Expectations,67800.0,E02308,push
E04086,2025-01-14,voluntary,Better opportunity,True,False,High Performer,61200.0,E03603,pull
E04087,2024-06-24,voluntary,Career advancement,False,True,Outstanding,78100.0,E01432,pull
E04088,2024-09-01,voluntary,Career advancement,True,False,High Performer,98300.0,E01902,push
E04099,2025-01-24,voluntary,Career advancement,True,True,High Performer,100300.0,E04153,pull
E04107,2024-06-14,voluntary,Study/career change,True,False,High Performer,130900.0,E13040,push
E04122,2024-07-26,voluntary,Career advancement,True,True,Outstanding,66800.0,E02448,push
E04127,2025-05-30,voluntary,Career advancement,True,False,Meets Expectations,112700.0,E00927,push
E04147,2025-08-08,voluntary,Career advancement,True,False,High Performer,95700.0,E03123,pull
E04160,2025-01-31,involuntary,Involuntary - restructure,False,False,Outstanding,130800.0,E09619,push
E04195,2025-07-25,involuntary,Involuntary - conduct,True,False,Meets Expectations,104000.0,E02975,push
E04200,2025-05-30,voluntary,Better opportunity,True,False,High Performer,129700.0,E09269,pull
E04223,2024-11-22,voluntary,Career advancement,True,True,Outstanding,106900.0,E03199,pull
E04228,2024-03-15,voluntary,Better opportunity,True,False,High Performer,91400.0,E05685,pull
E04229,2025-05-30,involuntary,Involuntary - performance,False,False,Below Expectations,319000.0,E01001,push
E04247,2024-08-09,voluntary,Career advancement,True,False,Below Expectations,181800.0,E10182,push
E04251,2024-02-28,voluntary,Relocation,False,False,High Performer,79400.0,E02874,push
E04285,2024-03-18,voluntary,Career advancement,False,False,Meets Expectations,115700.0,E07221,pull
E04290,2024-03-22,voluntary,Career advancement,False,False,Meets Expectations,155400.0,E07717,push
E04295,2024-03-29,voluntary,Better opportunity,True,False,High Performer,107300.0,E01913,pull
E04297,2025-04-12,involuntary,Involuntary - performance,False,False,Unsatisfactory,79400.0,E01233,push
E04303,2024-09-30,voluntary,Relocation,False,False,Meets Expectations,94900.0,E03225,push
E04327,2025-05-27,voluntary,Work-life balance,True,False,High Performer,91900.0,E00438,push
E04347,2024-10-20,voluntary,Career advancement,False,False,High Performer,129600.0,E11256,pull
E04365,2025-05-17,voluntary,Career advancement,True,False,High Performer,133900.0,E14396,pull
E04370,2024-11-29,involuntary,Involuntary - restructure,True,False,Meets Expectations,187300.0,E02861,push
E04374,2024-07-11,voluntary,Better opportunity,True,False,High Performer,170500.0,E01796,pull
E04377,2024-12-28,voluntary,Career advancement,True,False,Below Expectations,93300.0,E05342,push
E04391,2025-05-30,voluntary,Career advancement,True,False,Meets Expectations,131100.0,E02278,push
E04392,2024-03-03,involuntary,Involuntary - performance,True,False,Unsatisfactory,80000.0,E06233,push
E04408,2025-10-08,involuntary,Involuntary - performance,True,False,Unsatisfactory,177600.0,E07084,push
E04410,2025-06-30,voluntary,Better opportunity,True,True,Outstanding,157700.0,E11777,pull
E04412,2024-03-22,voluntary,Career advancement,True,True,Outstanding,71000.0,E03096,pull
E04465,2025-05-12,involuntary,Involuntary - performance,False,False,Below Expectations,109600.0,E03297,push
E04484,2025-08-29,voluntary,Career advancement,True,False,Meets Expectations,289800.0,E06846,push
E04497,2024-02-02,involuntary,Involuntary - performance,True,False,Below Expectations,91900.0,E02732,push
E04509,2025-08-23,involuntary,Involuntary - performance,True,False,High Performer,125900.0,E01763,push
E04544,2025-05-02,voluntary,Better opportunity,True,True,Outstanding,103300.0,E04911,pull
E04554,2024-03-21,voluntary,Career advancement,True,True,Outstanding,90500.0,E14012,pull
E04559,2024-08-30,voluntary,Career advancement,True,False,Meets Expectations,123800.0,E03350,pull
E04569,2025-01-03,involuntary,Involuntary - performance,True,False,Below Expectations,108300.0,E14232,push
E04596,2024-08-17,voluntary,Better opportunity,False,False,High Performer,218300.0,E11932,pull
E04638,2024-10-31,voluntary,Career advancement,True,False,Meets Expectations,130000.0,E00915,pull
E04647,2025-06-27,involuntary,Involuntary - conduct,False,False,High Performer,60600.0,E01902,push
E04674,2025-10-14,voluntary,Better opportunity,True,False,Outstanding,92400.0,E11069,pull
E04680,2024-02-16,voluntary,Better opportunity,True,True,Outstanding,216700.0,E10303,pull
E04682,2024-02-09,voluntary,Career advancement,True,False,Meets Expectations,141700.0,E00322,push
E04689,2025-05-16,involuntary,Involuntary - conduct,False,False,High Performer,77300.0,E00429,push
E04701,2024-04-30,voluntary,Better opportunity,True,False,High Performer,100400.0,E13310,push
E04705,2025-02-27,involuntary,Involuntary - performance,False,False,Below Expectations,128200.0,E00957,push
E04711,2024-09-11,voluntary,Career advancement,True,False,Below Expectations,136000.0,E03288,push
E04716,2025-03-28,voluntary,Better opportunity,True,False,Meets Expectations,120600.0,E08731,pull
E04722,2024-05-25,voluntary,Better opportunity,True,False,High Performer,113300.0,E08595,pull
E04725,2024-09-06,voluntary,Career advancement,True,True,Outstanding,78200.0,E03029,pull
E04735,2025-10-31,voluntary,Better opportunity,True,True,Outstanding,132000.0,E00494,push
E04740,2025-08-29,voluntary,Better opportunity,True,False,High Performer,128900.0,E01843,pull
E04769,2024-06-28,voluntary,Career advancement,False,False,Meets Expectations,109400.0,E03045,push
E04793,2024-06-21,voluntary,Better opportunity,False,False,High Performer,76500.0,E13086,pull
E04809,2025-02-14,voluntary,Career advancement,True,False,Meets Expectations,55000.0,E01776,push
E04835,2024-10-28,voluntary,Better opportunity,True,False,High Performer,104700.0,E02040,pull
E04852,2024-10-07,voluntary,Better opportunity,True,False,Meets Expectations,114000.0,E03284,pull
E04862,2024-07-31,involuntary,Involuntary - conduct,False,False,Outstanding,126500.0,E12904,push
E04865,2024-03-16,voluntary,Better opportunity,True,True,Outstanding,62500.0,E10049,pull
E04876,2025-02-16,voluntary,Work-life balance,True,False,Meets Expectations,56300.0,E03271,push
E04884,2025-09-21,voluntary,Career advancement,True,False,Meets Expectations,73800.0,E02321,push
E04893,2024-12-08,voluntary,Career advancement,True,False,High Performer,94100.0,E05360,push
E04905,2024-07-31,voluntary,Career advancement,True,True,Below Expectations,108100.0,E05551,pull
E04921,2025-05-20,voluntary,Career advancement,False,False,Unsatisfactory,113300.0,E00286,push
E04941,2024-05-31,voluntary,Career advancement,True,False,Outstanding,93600.0,E00656,pull
E04944,2024-02-29,voluntary,Role uncertainty / unclear future,True,False,High Performer,116600.0,E07355,push
E04953,2025-09-09,voluntary,Career advancement,False,False,High Performer,234200.0,E11593,pull
E04977,2025-08-29,voluntary,Career advancement,True,False,High Performer,74700.0,E01649,push
E04996,2024-05-31,voluntary,Better opportunity,True,False,High Performer,509000.0,E05512,pull
E05010,2025-01-08,voluntary,Better opportunity,False,True,Meets Expectations,315500.0,E03057,pull
E05014,2025-10-24,involuntary,Involuntary - restructure,False,False,Meets Expectations,70500.0,E09343,push
E05030,2025-09-06,voluntary,Career advancement,True,False,High Performer,64300.0,E11073,pull
E05036,2025-06-14,involuntary,Involuntary - restructure,False,False,Meets Expectations,114500.0,E00647,push
E05038,2025-08-31,involuntary,Involuntary - performance,True,False,Below Expectations,123600.0,E12490,push
E05045,2025-04-18,voluntary,Better opportunity,True,False,Below Expectations,75200.0,E00453,pull
E05048,2025-11-07,voluntary,Compensation,True,True,Outstanding,84100.0,E00633,push
E05055,2024-04-19,involuntary,Involuntary - performance,False,False,Unsatisfactory,60200.0,E01445,push
E05056,2025-05-18,voluntary,Career advancement,True,False,High Performer,117700.0,E01682,push
E05058,2025-11-14,voluntary,Career advancement,True,False,Meets Expectations,57200.0,E01748,pull
E05063,2024-09-14,voluntary,Career advancement,False,True,Outstanding,242500.0,E01602,push
E05064,2025-04-27,voluntary,Career advancement,True,False,High Performer,132300.0,E01974,push
E05085,2024-08-23,voluntary,Better opportunity,True,False,High Performer,80700.0,E02232,pull
E05104,2025-02-28,voluntary,Career advancement,True,False,High Performer,137100.0,E00943,push
E05115,2024-11-01,voluntary,Career advancement,True,False,High Performer,135200.0,E00564,pull
E05152,2025-01-31,voluntary,Better opportunity,True,False,High Performer,128600.0,E01477,pull
E05183,2024-06-01,voluntary,Career advancement,True,False,Meets Expectations,135900.0,E01179,push
E05194,2024-05-13,voluntary,Personal reasons,True,False,Meets Expectations,136300.0,E03872,push
E05215,2024-04-30,voluntary,Career advancement,True,False,High Performer,82500.0,E11883,pull
E05234,2024-08-16,voluntary,Career advancement,True,False,High Performer,111600.0,E02773,pull
E05236,2025-06-30,voluntary,Career advancement,True,False,Meets Expectations,111500.0,E02083,push
E05242,2025-10-28,voluntary,Career advancement,True,False,Meets Expectations,191400.0,E02559,push
E05265,2025-04-04,voluntary,Career advancement,True,False,Meets Expectations,112400.0,E09160,push
E05267,2024-09-30,involuntary,Involuntary - restructure,True,False,Outstanding,65600.0,E03305,push
E05272,2025-09-30,voluntary,Career advancement,True,False,Meets Expectations,106000.0,E10292,pull
E05274,2024-11-25,voluntary,Better opportunity,True,False,High Performer,428200.0,E09249,pull
E05276,2025-11-24,involuntary,Involuntary - restructure,True,False,Meets Expectations,74900.0,E01797,push
E05279,2025-11-07,voluntary,Career advancement,False,False,Below Expectations,174600.0,E07304,push
E05292,2025-10-23,voluntary,Career advancement,True,False,Meets Expectations,65800.0,E01941,pull
E05318,2025-01-31,voluntary,Career advancement,True,False,Meets Expectations,127000.0,E13427,push
E05326,2025-02-11,voluntary,Better opportunity,True,False,Meets Expectations,105500.0,E13725,push
E05340,2025-08-29,involuntary,Involuntary - performance,False,False,Unsatisfactory,103800.0,E13416,push
E05368,2024-06-04,voluntary,Career advancement,True,False,Meets Expectations,86900.0,E02558,push
E05371,2025-04-27,voluntary,Relocation,True,False,Below Expectations,93900.0,E00962,push
E05373,2024-02-29,voluntary,Career advancement,True,True,Outstanding,110400.0,E07521,push
E05400,2024-06-12,involuntary,Involuntary - performance,True,False,Below Expectations,82600.0,E00489,push
E05402,2024-09-27,voluntary,Career advancement,True,False,High Performer,185000.0,E00205,push
E05409,2025-01-31,voluntary,Career advancement,True,False,High Performer,58500.0,E01508,pull
E05420,2025-05-19,voluntary,Career advancement,True,False,Meets Expectations,137600.0,E03283,push
E05435,2025-09-12,voluntary,Career advancement,False,False,High Performer,170000.0,E02890,push
E05436,2025-08-29,voluntary,Role uncertainty / unclear future,True,False,Below Expectations,56500.0,E03035,push
E05439,2025-07-31,involuntary,Involuntary - performance,False,False,Below Expectations,72400.0,E00041,push
E05459,2025-03-02,voluntary,Better opportunity,True,False,High Performer,123000.0,E01556,pull
E05472,2025-08-20,voluntary,Personal reasons,True,False,Meets Expectations,177900.0,E05771,push
E05479,2025-06-28,voluntary,Better opportunity,True,False,Meets Expectations,124100.0,E01801,pull
E05497,2025-10-10,voluntary,Better opportunity,True,False,Meets Expectations,127100.0,E06176,push
E05518,2025-01-25,voluntary,Career advancement,True,False,Meets Expectations,84900.0,E00401,push
E05519,2024-05-10,voluntary,Career advancement,True,False,Outstanding,93500.0,E00188,pull
E05545,2024-05-10,voluntary,Career advancement,True,False,Below Expectations,141300.0,E09502,push
E05562,2024-04-27,voluntary,Career advancement,True,False,Below Expectations,74200.0,E03365,push
E05564,2025-02-28,voluntary,Personal reasons,True,False,Meets Expectations,100600.0,E06004,push
E05566,2024-03-29,voluntary,Career advancement,False,False,Meets Expectations,95200.0,E03302,push
E05602,2025-07-21,voluntary,Career advancement,True,False,Unsatisfactory,127300.0,E00626,push
E05607,2025-11-07,voluntary,Better opportunity,True,False,High Performer,243200.0,E08542,pull
E05621,2024-02-15,voluntary,Career advancement,True,False,High Performer,115000.0,E00019,pull
E05633,2025-07-31,voluntary,Career advancement,True,True,Outstanding,94800.0,E10810,push
E05656,2024-08-14,voluntary,Better opportunity,True,False,Outstanding,72900.0,E11861,pull
E05663,2025-04-07,voluntary,Career advancement,True,False,High Performer,60600.0,E04393,push
E05665,2024-11-22,voluntary,Career advancement,True,False,High Performer,98200.0,E13081,push
E05677,2025-05-02,voluntary,Better opportunity,True,False,High Performer,82800.0,E03214,pull
E05684,2025-05-03,voluntary,Better opportunity,True,False,High Performer,129300.0,E09602,pull
E05691,2025-05-30,voluntary,Career advancement,True,False,High Performer,101700.0,E00929,push
E05701,2025-11-28,voluntary,Better opportunity,True,True,Meets Expectations,188800.0,E02881,pull
E05714,2024-11-16,voluntary,Career advancement,True,True,High Performer,88100.0,E00839,pull
E05716,2024-05-03,voluntary,Better opportunity,True,False,Outstanding,56000.0,E14103,pull
E05728,2024-05-31,involuntary,Involuntary - performance,False,False,Meets Expectations,118900.0,E01657,push
E05734,2024-03-15,voluntary,Career advancement,False,False,Meets Expectations,105800.0,E03274,push
E05737,2024-05-17,voluntary,Career advancement,False,False,High Performer,103100.0,E02340,pull
E05763,2025-07-23,voluntary,Better opportunity,True,False,Meets Expectations,101200.0,E00918,push
E05774,2024-07-26,voluntary,Compensation,True,False,Meets Expectations,116300.0,E07841,push
E05802,2024-07-16,voluntary,Personal reasons,True,True,Outstanding,198200.0,E03131,push
E05824,2025-09-26,voluntary,Better opportunity,True,False,Meets Expectations,64300.0,E01149,push
E05862,2024-09-20,involuntary,Involuntary - performance,False,False,Unsatisfactory,230100.0,E09906,push
E05867,2024-03-29,voluntary,Career advancement,True,False,Meets Expectations,170400.0,E05057,push
E05879,2025-02-14,voluntary,Career advancement,True,False,High Performer,87900.0,E11086,pull
E05885,2025-01-10,voluntary,Better opportunity,True,False,Outstanding,120500.0,E05804,push
E05891,2025-07-24,voluntary,Career advancement,True,True,Outstanding,138700.0,E02883,pull
E05901,2025-07-18,voluntary,Career advancement,False,False,Meets Expectations,100700.0,E02009,pull
E05906,2024-06-14,voluntary,Career advancement,True,False,Meets Expectations,101400.0,E02053,pull
E05919,2025-10-31,voluntary,Career advancement,True,False,Meets Expectations,193600.0,E05653,pull
E05923,2025-03-14,voluntary,Career advancement,True,False,High Performer,127200.0,E01984,pull
E05931,2025-04-23,voluntary,Better opportunity,True,False,Meets Expectations,106500.0,E09655,pull
E05944,2024-09-30,voluntary,Career advancement,True,False,Meets Expectations,135500.0,E03168,push
E05958,2024-04-17,voluntary,Career advancement,True,False,Meets Expectations,60600.0,E02188,push
E06031,2025-01-31,voluntary,Career advancement,True,False,High Performer,88700.0,E02277,push
E06033,2024-02-06,voluntary,Career advancement,True,False,High Performer,136300.0,E01443,pull
E06037,2025-05-12,voluntary,Career advancement,True,False,High Performer,135100.0,E02787,pull
E06043,2025-02-06,involuntary,Involuntary - restructure,False,False,Meets Expectations,63800.0,E01802,push
E06045,2024-05-31,involuntary,Involuntary - performance,False,False,Below Expectations,60600.0,E01447,push
E06048,2024-02-02,involuntary,Involuntary - performance,False,False,Unsatisfactory,123100.0,E11077,push
E06075,2025-09-28,involuntary,Involuntary - performance,True,False,Below Expectations,71100.0,E02939,push
E06076,2025-03-26,voluntary,Better opportunity,False,False,Outstanding,75600.0,E02070,pull
E06079,2025-04-18,voluntary,Personal reasons,True,False,Outstanding,96900.0,E02863,push
E06081,2025-08-14,involuntary,Involuntary - conduct,False,False,High Performer,89800.0,E02224,push
E06098,2024-05-25,voluntary,Better opportunity,True,False,High Performer,145100.0,E01452,pull
E06132,2025-08-11,voluntary,Better opportunity,True,False,Below Expectations,120900.0,E00602,pull
E06133,2025-02-22,voluntary,Relocation,True,False,Meets Expectations,70200.0,E05414,push
E06137,2025-08-29,involuntary,Involuntary - performance,False,False,Below Expectations,170800.0,E00321,push
E06141,2024-04-05,involuntary,Involuntary - performance,False,False,Below Expectations,125800.0,E02143,push
E06150,2024-02-23,voluntary,Better opportunity,True,False,Outstanding,216300.0,E04361,pull
E06154,2025-03-21,involuntary,Involuntary - restructure,True,False,Meets Expectations,147700.0,E01062,push
E06155,2024-02-16,voluntary,Career advancement,True,True,Outstanding,119000.0,E13519,pull
E06169,2024-11-15,voluntary,Better opportunity,True,False,Meets Expectations,117800.0,E11798,pull
E06182,2024-03-26,voluntary,Role uncertainty / unclear future,True,False,Below Expectations,86700.0,E11782,push
E06184,2024-11-26,voluntary,Better opportunity,True,True,Outstanding,135600.0,E02199,pull
E06191,2024-08-09,voluntary,Better opportunity,True,False,Meets Expectations,118500.0,E10900,push
E06200,2024-07-03,voluntary,Career advancement,True,False,Below Expectations,62500.0,E00668,push
E06210,2025-08-13,voluntary,Better opportunity,False,False,Below Expectations,157500.0,E13967,push
E06215,2024-03-08,involuntary,Involuntary - performance,False,False,Below Expectations,123600.0,E02235,push
E06231,2024-06-21,voluntary,Relocation,True,False,Below Expectations,115000.0,E01739,push
E06240,2025-03-01,involuntary,Involuntary - performance,True,False,Below Expectations,75200.0,E02176,push
E06251,2025-05-29,voluntary,Career advancement,True,False,Meets Expectations,99900.0,E02202,push
E06262,2024-02-02,voluntary,Career advancement,True,False,High Performer,130600.0,E13827,pull
E06289,2025-03-16,voluntary,Study/career change,True,False,High Performer,99700.0,E00816,push
E06294,2025-07-31,voluntary,Career advancement,True,False,High Performer,111300.0,E02402,pull
E06295,2025-11-05,voluntary,Career advancement,True,False,Meets Expectations,55000.0,E02299,push
E06315,2025-04-06,voluntary,Better opportunity,True,False,Meets Expectations,96500.0,E03542,pull
E06327,2024-11-22,voluntary,Career advancement,True,False,Meets Expectations,100800.0,E05262,push
E06336,2024-08-14,voluntary,Career advancement,True,False,High Performer,141800.0,E11867,push
E06338,2025-07-11,voluntary,Better opportunity,True,True,Outstanding,60400.0,E13955,pull
E06342,2025-09-23,voluntary,Career advancement,True,False,Meets Expectations,123600.0,E08327,push
E06352,2025-03-31,involuntary,Involuntary - restructure,False,False,Meets Expectations,116900.0,E00347,push
E06362,2024-08-16,voluntary,Better opportunity,True,False,Meets Expectations,96500.0,E03248,push
E06366,2025-02-04,voluntary,Career advancement,True,False,High Performer,122400.0,E02944,push
E06375,2025-11-07,voluntary,Career advancement,True,False,High Performer,235500.0,E04229,push
E06377,2024-11-23,voluntary,Better opportunity,True,False,Meets Expectations,142400.0,E02301,pull
E06396,2025-10-10,voluntary,Better opportunity,True,False,Below Expectations,89700.0,E04814,pull
E06400,2025-10-23,voluntary,Better opportunity,True,False,High Performer,75200.0,E00971,pull
E06402,2025-09-19,voluntary,Better opportunity,True,False,Outstanding,116200.0,E02848,pull
E06405,2025-03-31,involuntary,Involuntary - performance,True,False,Unsatisfactory,131100.0,E12195,push
E06409,2025-10-09,voluntary,Better opportunity,True,False,Meets Expectations,81700.0,E01771,pull
E06411,2024-08-23,voluntary,Career advancement,True,False,High Performer,101400.0,E01489,pull
E06428,2025-01-31,voluntary,Personal reasons,True,False,Meets Expectations,171100.0,E06147,push
E06439,2025-08-01,voluntary,Career advancement,True,False,Below Expectations,169900.0,E01853,push
E06442,2025-05-02,voluntary,Career advancement,True,False,High Performer,146300.0,E00299,push
E06448,2024-07-30,involuntary,Involuntary - restructure,True,False,Meets Expectations,68300.0,E05279,push
E06461,2024-10-31,voluntary,Better opportunity,True,False,High Performer,115000.0,E00720,pull
E06472,2025-02-21,voluntary,Personal reasons,False,False,Meets Expectations,81100.0,E13119,push
E06489,2025-07-31,voluntary,Career advancement,True,False,Outstanding,78000.0,E14119,push
E06500,2024-04-28,voluntary,Career advancement,False,False,Meets Expectations,59400.0,E00151,push
E06503,2024-09-30,voluntary,Career advancement,True,False,Meets Expectations,133600.0,E03694,push
E06524,2024-10-21,voluntary,Better opportunity,True,False,Unsatisfactory,136200.0,E02648,push
E06534,2025-04-30,voluntary,Better opportunity,False,True,Unsatisfactory,75900.0,E03349,pull
E06547,2024-11-29,voluntary,Career advancement,False,False,High Performer,115700.0,E00709,push
E06550,2024-04-30,voluntary,Study/career change,True,False,High Performer,148800.0,E10022,push
E06554,2025-06-19,voluntary,Career advancement,True,False,High Performer,106400.0,E07191,pull
E06560,2024-06-13,voluntary,Better opportunity,True,False,High Performer,115600.0,E00920,pull
