employee_id,review_date,performance_rating,review_cycle,promotion_recommendation,goal_achievement_score,reviewer_id
E02559,2025-06-07,Meets Expectations,2025-H1,False,59.9,E11338
E02560,2024-06-04,Meets Expectations,2024-H1,False,53.9,E00952
E02560,2024-11-24,Meets Expectations,2024-H2,False,49.1,E00952
E02560,2025-05-19,Meets Expectations,2025-H1,False,66.3,E00952
E02561,2024-05-14,Outstanding,2024-H1,False,91.0,E01423
E02561,2024-11-27,Outstanding,2024-H2,True,84.3,E01423
E02561,2025-05-21,Meets Expectations,2025-H1,False,67.6,E01423
E02562,2024-06-08,Outstanding,2024-H1,False,96.0,E00607
E02562,2024-12-10,High Performer,2024-H2,False,74.5,E00607
E02563,2024-06-01,High Performer,2024-H1,False,69.1,E01109
E02563,2024-12-17,Meets Expectations,2024-H2,False,62.1,E01109
E02563,2025-06-08,High Performer,2025-H1,True,64.8,E01109
E02564,2024-05-23,Meets Expectations,2024-H1,False,65.0,E12441
E02564,2024-12-18,Meets Expectations,2024-H2,False,63.0,E12441
E02564,2025-06-25,Meets Expectations,2025-H1,False,57.9,E12441
E02565,2024-06-04,Meets Expectations,2024-H1,False,71.4,E11603
E02565,2024-12-28,Outstanding,2024-H2,True,88.0,E11603
E02565,2025-06-15,Outstanding,2025-H1,True,76.0,E11603
E02566,2024-06-17,High Performer,2024-H1,False,87.6,E14487
E02566,2024-12-16,High Performer,2024-H2,True,72.9,E14487
E02566,2025-06-24,Below Expectations,2025-H1,False,53.0,E14487
E02569,2024-06-25,Outstanding,2024-H1,True,89.8,E10195
E02569,2024-12-07,Outstanding,2024-H2,False,78.7,E10195
E02569,2025-06-23,High Performer,2025-H1,True,77.9,E10195
E02570,2024-06-18,Outstanding,2024-H1,False,93.0,E00692
E02570,2024-12-08,Outstanding,2024-H2,False,88.8,E00692
E02570,2025-06-17,High Performer,2025-H1,False,73.5,E00692
E02571,2024-06-07,Meets Expectations,2024-H1,False,61.8,E01391
E02571,2024-11-30,Meets Expectations,2024-H2,False,51.8,E01391
E02571,2025-05-20,Outstanding,2025-H1,True,91.8,E01391
E02572,2024-06-13,Unsatisfactory,2024-H1,False,41.7,E04166
E02572,2024-12-11,Meets Expectations,2024-H2,False,49.5,E04166
E02572,2025-06-20,Outstanding,2025-H1,False,77.2,E04166
E02573,2024-06-29,Meets Expectations,2024-H1,False,53.7,E00791
E02573,2024-12-02,Meets Expectations,2024-H2,False,70.7,E00791
E02573,2025-06-03,Meets Expectations,2025-H1,False,50.9,E00791
E02574,2024-06-14,High Performer,2024-H1,False,75.3,E09588
E02574,2024-12-30,Meets Expectations,2024-H2,False,49.7,E09588
E02574,2025-05-17,Meets Expectations,2025-H1,False,71.5,E09588
E02575,2024-06-23,Meets Expectations,2024-H1,False,57.9,E09635
E02575,2024-12-04,Outstanding,2024-H2,False,85.1,E09635
E02575,2025-06-20,Meets Expectations,2025-H1,False,78.8,E09635
E02576,2024-06-09,Outstanding,2024-H1,True,92.7,E07205
E02576,2024-11-23,Unsatisfactory,2024-H2,False,24.6,E07205
E02576,2025-06-19,High Performer,2025-H1,False,78.8,E07205
E02577,2024-06-21,Meets Expectations,2024-H1,False,66.1,E12165
E02577,2024-12-28,Meets Expectations,2024-H2,False,57.8,E12165
E02577,2025-06-14,Below Expectations,2025-H1,False,40.6,E12165
E02578,2024-06-27,Meets Expectations,2024-H1,False,58.1,E07314
E02578,2024-12-22,High Performer,2024-H2,False,66.5,E07314
E02578,2025-05-26,Outstanding,2025-H1,False,88.2,E07314
E02579,2024-05-20,Below Expectations,2024-H1,False,48.5,E01230
E02579,2024-11-13,Meets Expectations,2024-H2,False,53.9,E01230
E02579,2025-06-14,Below Expectations,2025-H1,False,61.4,E01230
E02580,2024-05-19,Meets Expectations,2024-H1,False,71.9,E11116
E02580,2024-11-21,Meets Expectations,2024-H2,False,54.2,E11116
E02580,2025-05-28,Below Expectations,2025-H1,False,47.2,E11116
E02581,2024-05-22,Below Expectations,2024-H1,False,42.5,E06460
E02581,2024-12-21,Outstanding,2024-H2,False,93.7,E06460
E02581,2025-05-15,High Performer,2025-H1,True,83.8,E06460
E02583,2024-05-21,Meets Expectations,2024-H1,False,63.7,E01673
E02583,2024-11-21,High Performer,2024-H2,False,85.7,E01673
E02583,2025-05-22,High Performer,2025-H1,False,79.1,E01673
E02584,2024-06-20,Meets Expectations,2024-H1,False,54.7,E13988
E02584,2024-12-17,Meets Expectations,2024-H2,False,69.1,E13988
E02584,2025-06-07,Meets Expectations,2025-H1,False,74.8,E13988
E02586,2024-06-21,Meets Expectations,2024-H1,False,72.8,E00719
E02586,2024-11-22,Meets Expectations,2024-H2,False,66.9,E00719
E02586,2025-06-08,Meets Expectations,2025-H1,False,42.9,E00719
E02587,2024-06-20,Meets Expectations,2024-H1,False,53.0,E10002
E02587,2024-12-24,Meets Expectations,2024-H2,False,70.0,E10002
E02587,2025-06-11,Meets Expectations,2025-H1,False,66.0,E10002
E02588,2024-05-27,Below Expectations,2024-H1,False,34.3,E09588
E02588,2024-12-23,Meets Expectations,2024-H2,False,59.2,E09588
E02588,2025-05-15,Below Expectations,2025-H1,False,42.8,E09588
E02589,2024-06-24,Below Expectations,2024-H1,False,37.2,E12195
E02589,2024-11-20,Below Expectations,2024-H2,False,38.0,E12195
E02589,2025-06-22,Outstanding,2025-H1,True,87.9,E12195
E02591,2024-06-16,Meets Expectations,2024-H1,False,55.3,E12933
E02591,2024-11-25,Outstanding,2024-H2,False,93.8,E12933
E02591,2025-05-19,High Performer,2025-H1,False,70.0,E12933
E02592,2024-05-19,High Performer,2024-H1,False,80.1,E00807
E02592,2024-11-29,Meets Expectations,2024-H2,False,84.2,E00807
E02592,2025-06-02,High Performer,2025-H1,False,80.6,E00807
E02593,2024-06-23,Meets Expectations,2024-H1,False,75.2,E04315
E02593,2024-12-18,Outstanding,2024-H2,False,81.5,E04315
E02593,2025-06-21,Meets Expectations,2025-H1,False,70.0,E04315
E02594,2024-05-28,Meets Expectations,2024-H1,False,75.8,E00337
E02594,2024-11-14,High Performer,2024-H2,False,56.3,E00337
E02594,2025-06-24,Meets Expectations,2025-H1,False,50.3,E00337
E02595,2024-06-23,Below Expectations,2024-H1,False,37.7,E13942
E02595,2024-12-30,Meets Expectations,2024-H2,False,72.7,E13942
E02595,2025-06-06,Outstanding,2025-H1,False,96.5,E13942
E02596,2024-06-12,Meets Expectations,2024-H1,False,69.6,E09824
E02596,2024-12-27,Meets Expectations,2024-H2,False,70.5,E09824
E02596,2025-06-09,Meets Expectations,2025-H1,False,37.2,E09824
E02597,2024-05-20,Below Expectations,2024-H1,False,45.6,E06379
E02598,2024-05-24,High Performer,2024-H1,True,86.3,E10490
E02598,2024-11-24,High Performer,2024-H2,True,75.5,E10490
E02598,2025-06-20,High Performer,2025-H1,False,84.3,E10490
E02599,2024-06-02,Outstanding,2024-H1,True,90.9,E13516
E02599,2024-12-18,High Performer,2024-H2,True,85.8,E13516
E02599,2025-06-21,Meets Expectations,2025-H1,False,47.3,E13516
E02601,2024-06-12,High Performer,2024-H1,True,89.3,E14434
E02601,2024-12-12,High Performer,2024-H2,False,76.6,E14434
E02601,2025-05-19,Below Expectations,2025-H1,False,33.6,E14434
E02602,2024-06-18,Meets Expectations,2024-H1,False,74.1,E00738
E02602,2024-12-02,Meets Expectations,2024-H2,False,61.1,E00738
E02602,2025-06-04,Below Expectations,2025-H1,False,45.1,E00738
E02603,2024-06-07,High Performer,2024-H1,False,71.2,E13709
E02603,2024-12-20,Meets Expectations,2024-H2,False,51.6,E13709
E02603,2025-06-06,Meets Expectations,2025-H1,False,53.6,E13709
E02604,2024-06-25,High Performer,2024-H1,False,82.6,E01610
E02604,2024-11-27,High Performer,2024-H2,True,84.6,E01610
E02604,2025-05-24,Meets Expectations,2025-H1,False,62.5,E01610
E02605,2024-06-18,High Performer,2024-H1,False,57.3,E06981
E02606,2024-05-18,Meets Expectations,2024-H1,False,73.5,E00586
E02606,2024-12-18,High Performer,2024-H2,False,81.6,E00586
E02606,2025-05-31,Meets Expectations,2025-H1,False,65.2,E00586
E02607,2024-06-03,Meets Expectations,2024-H1,False,47.1,E01296
E02607,2024-12-29,Meets Expectations,2024-H2,False,55.0,E01296
E02607,2025-05-18,Meets Expectations,2025-H1,False,64.9,E01296
E02608,2024-06-22,Meets Expectations,2024-H1,False,53.3,E14299
E02608,2024-12-04,Meets Expectations,2024-H2,False,51.1,E14299
E02608,2025-05-22,Meets Expectations,2025-H1,False,65.2,E14299
E02610,2024-06-27,High Performer,2024-H1,False,81.9,E02613
E02610,2024-12-17,Meets Expectations,2024-H2,False,65.0,E02613
E02610,2025-06-05,Meets Expectations,2025-H1,False,60.2,E02613
E02611,2024-05-27,Meets Expectations,2024-H1,False,60.8,E06410
E02611,2024-11-29,High Performer,2024-H2,False,83.4,E06410
E02611,2025-06-20,Meets Expectations,2025-H1,False,73.8,E06410
E02612,2024-06-08,Meets Expectations,2024-H1,False,61.9,E04595
E02612,2024-11-27,High Performer,2024-H2,False,78.0,E04595
E02612,2025-05-28,Meets Expectations,2025-H1,False,73.7,E04595
E02613,2024-05-25,Meets Expectations,2024-H1,False,59.4,E09991
E02613,2024-11-14,Outstanding,2024-H2,True,89.8,E09991
E02613,2025-05-15,Meets Expectations,2025-H1,False,68.1,E09991
E02614,2024-06-16,High Performer,2024-H1,False,78.1,E00845
E02614,2024-11-19,Below Expectations,2024-H2,False,41.5,E00845
E02614,2025-06-11,High Performer,2025-H1,False,78.0,E00845
E02615,2024-06-08,High Performer,2024-H1,True,80.1,E11615
E02615,2024-12-17,High Performer,2024-H2,False,84.6,E11615
E02615,2025-06-17,Meets Expectations,2025-H1,False,60.7,E11615
E02616,2024-05-30,Meets Expectations,2024-H1,False,75.6,E08148
E02616,2024-12-28,High Performer,2024-H2,False,87.8,E08148
E02616,2025-05-16,High Performer,2025-H1,True,88.0,E08148
E02617,2024-06-07,High Performer,2024-H1,True,76.2,E10458
E02617,2024-12-28,High Performer,2024-H2,False,71.8,E10458
E02617,2025-06-05,Meets Expectations,2025-H1,False,71.9,E10458
E02618,2024-06-24,Below Expectations,2024-H1,False,57.9,E03469
E02618,2024-12-23,Meets Expectations,2024-H2,False,63.5,E03469
E02618,2025-06-08,Outstanding,2025-H1,True,80.6,E03469
E02619,2024-06-21,High Performer,2024-H1,False,74.1,E00344
E02619,2024-11-20,Unsatisfactory,2024-H2,False,27.0,E00344
E02619,2025-06-13,Meets Expectations,2025-H1,False,55.7,E00344
E02620,2024-05-24,Outstanding,2024-H1,False,99.9,E03706
E02620,2024-11-12,Meets Expectations,2024-H2,False,55.5,E03706
E02620,2025-06-11,Unsatisfactory,2025-H1,False,27.5,E03706
E02621,2024-05-18,High Performer,2024-H1,True,66.3,E00586
E02621,2024-11-14,Meets Expectations,2024-H2,False,69.1,E00586
E02621,2025-05-21,High Performer,2025-H1,False,73.2,E00586
E02622,2024-06-24,High Performer,2024-H1,True,69.6,E01840
E02622,2024-11-24,Meets Expectations,2024-H2,False,57.8,E01840
E02622,2025-05-23,Outstanding,2025-H1,True,73.5,E01840
E02623,2024-06-15,Meets Expectations,2024-H1,False,58.7,E13939
E02623,2024-11-22,Meets Expectations,2024-H2,False,77.9,E13939
E02623,2025-06-28,High Performer,2025-H1,False,77.0,E13939
E02624,2024-05-26,Meets Expectations,2024-H1,False,69.3,E00462
E02625,2024-06-15,Meets Expectations,2024-H1,False,45.6,E00720
E02625,2024-12-19,Below Expectations,2024-H2,False,51.2,E00720
E02625,2025-05-26,Unsatisfactory,2025-H1,False,19.1,E00720
E02626,2024-06-28,Meets Expectations,2024-H1,False,42.2,E10176
E02626,2024-11-22,Below Expectations,2024-H2,False,41.2,E10176
E02626,2025-06-09,Meets Expectations,2025-H1,False,49.0,E10176
E02627,2024-05-28,High Performer,2024-H1,True,83.0,E09823
E02627,2024-11-13,Meets Expectations,2024-H2,False,65.0,E09823
E02627,2025-06-08,High Performer,2025-H1,False,75.0,E09823
E02628,2024-05-20,Meets Expectations,2024-H1,False,60.3,E03657
E02628,2024-11-12,Outstanding,2024-H2,True,87.8,E03657
E02628,2025-06-11,High Performer,2025-H1,False,61.8,E03657
E02629,2024-06-05,High Performer,2024-H1,True,72.1,E12277
E02629,2024-12-25,Meets Expectations,2024-H2,False,68.3,E12277
E02629,2025-05-30,Outstanding,2025-H1,True,97.1,E12277
E02630,2024-06-19,Outstanding,2024-H1,False,89.9,E08787
E02630,2024-12-11,Outstanding,2024-H2,False,86.4,E08787
E02630,2025-05-19,Meets Expectations,2025-H1,False,60.4,E08787
E02631,2024-05-15,Below Expectations,2024-H1,False,44.6,E12716
E02632,2024-06-26,Meets Expectations,2024-H1,False,62.7,E09445
E02632,2024-12-17,High Performer,2024-H2,False,86.2,E09445
E02632,2025-06-04,High Performer,2025-H1,True,74.8,E09445
E02633,2024-05-18,Meets Expectations,2024-H1,False,61.5,E10632
E02633,2024-12-23,High Performer,2024-H2,False,65.1,E10632
E02633,2025-06-11,Meets Expectations,2025-H1,False,62.1,E10632
E02634,2024-06-21,Meets Expectations,2024-H1,False,50.7,E01857
E02634,2024-12-16,Outstanding,2024-H2,False,84.0,E01857
E02634,2025-06-05,Meets Expectations,2025-H1,False,59.3,E01857
E02635,2024-05-20,High Performer,2024-H1,False,71.5,E02897
E02635,2024-11-26,Meets Expectations,2024-H2,False,58.6,E02897
E02635,2025-05-22,Meets Expectations,2025-H1,False,51.9,E02897
E02636,2024-06-13,Meets Expectations,2024-H1,False,67.6,E09249
E02636,2024-12-07,High Performer,2024-H2,False,78.5,E09249
E02636,2025-06-15,Below Expectations,2025-H1,False,59.5,E09249
E02637,2024-06-11,High Performer,2024-H1,True,78.0,E04525
E02637,2024-12-05,Meets Expectations,2024-H2,False,53.7,E04525
E02637,2025-05-27,High Performer,2025-H1,True,78.7,E04525
E02638,2024-06-18,High Performer,2024-H1,True,71.4,E00248
E02638,2024-12-05,Outstanding,2024-H2,False,77.8,E00248
E02638,2025-05-19,Below Expectations,2025-H1,False,45.0,E00248
E02639,2024-06-07,High Performer,2024-H1,False,67.1,E11059
E02639,2024-12-17,Meets Expectations,2024-H2,False,37.9,E11059
E02639,2025-06-02,Below Expectations,2025-H1,False,35.6,E11059
E02640,2024-06-09,Meets Expectations,2024-H1,False,72.7,E13720
E02640,2024-12-06,Outstanding,2024-H2,True,88.6,E13720
E02640,2025-06-07,Meets Expectations,2025-H1,False,71.3,E13720
E02641,2024-06-12,Outstanding,2024-H1,False,80.6,E12920
E02641,2024-12-22,Meets Expectations,2024-H2,False,63.3,E12920
E02641,2025-06-13,High Performer,2025-H1,False,77.8,E12920
E02642,2024-06-21,Below Expectations,2024-H1,False,55.0,E06246
E02642,2024-11-23,High Performer,2024-H2,False,94.6,E06246
E02642,2025-05-22,Meets Expectations,2025-H1,False,66.9,E06246
E02643,2024-06-21,Outstanding,2024-H1,False,92.2,E13088
E02643,2024-11-15,Meets Expectations,2024-H2,False,62.2,E13088
E02643,2025-06-08,Outstanding,2025-H1,True,83.6,E13088
E02644,2024-06-18,Meets Expectations,2024-H1,False,37.4,E12593
E02644,2024-12-15,High Performer,2024-H2,False,73.1,E12593
E02644,2025-06-14,Outstanding,2025-H1,False,100.0,E12593
E02645,2024-06-16,Meets Expectations,2024-H1,False,60.7,E10045
E02645,2024-11-30,Meets Expectations,2024-H2,False,54.7,E10045
E02645,2025-05-15,Outstanding,2025-H1,False,100.0,E10045
E02646,2024-06-16,Meets Expectations,2024-H1,False,63.2,E14493
E02646,2024-12-20,High Performer,2024-H2,True,75.3,E14493
E02646,2025-05-23,High Performer,2025-H1,False,75.7,E14493
E02647,2024-05-26,Meets Expectations,2024-H1,False,58.4,E00109
E02647,2024-11-12,High Performer,2024-H2,False,74.4,E00109
E02647,2025-06-08,Meets Expectations,2025-H1,False,62.5,E00109
E02648,2024-05-26,Below Expectations,2024-H1,False,33.5,E03543
E02648,2024-11-30,Meets Expectations,2024-H2,False,59.4,E03543
E02648,2025-05-19,Meets Expectations,2025-H1,False,63.2,E03543
E02649,2024-06-19,Meets Expectations,2024-H1,False,57.4,E05442
E02649,2024-12-24,Meets Expectations,2024-H2,False,41.5,E05442
E02649,2025-05-16,High Performer,2025-H1,True,78.9,E05442
E02650,2024-05-24,Outstanding,2024-H1,False,93.2,E05282
E02650,2024-12-22,Meets Expectations,2024-H2,False,65.3,E05282
E02650,2025-06-22,Meets Expectations,2025-H1,False,73.3,E05282
E02651,2024-06-08,Meets Expectations,2024-H1,False,61.3,E06379
E02651,2024-12-02,Meets Expectations,2024-H2,False,69.5,E06379
E02651,2025-06-17,Meets Expectations,2025-H1,False,52.5,E06379
E02652,2024-05-20,High Performer,2024-H1,False,61.9,E03648
E02652,2024-12-19,Meets Expectations,2024-H2,False,42.2,E03648
E02652,2025-06-05,Outstanding,2025-H1,True,94.4,E03648
E02653,2024-06-04,Meets Expectations,2024-H1,False,63.3,E02467
E02653,2024-12-06,Outstanding,2024-H2,False,84.9,E02467
E02653,2025-05-22,High Performer,2025-H1,True,76.0,E02467
E02654,2024-06-19,Meets Expectations,2024-H1,False,59.5,E02290
E02654,2024-12-30,Outstanding,2024-H2,False,85.3,E02290
E02654,2025-06-13,High Performer,2025-H1,False,82.3,E02290
E02655,2024-06-14,Outstanding,2024-H1,False,71.8,E10384
E02655,2024-11-28,High Performer,2024-H2,False,78.0,E10384
E02655,2025-06-21,Meets Expectations,2025-H1,False,62.1,E10384
E02656,2024-06-08,High Performer,2024-H1,True,86.4,E07381
E02656,2024-11-18,High Performer,2024-H2,True,72.7,E07381
E02656,2025-06-21,Meets Expectations,2025-H1,False,64.9,E07381
E02657,2024-06-28,Meets Expectations,2024-H1,False,55.2,E00879
E02657,2024-12-26,High Performer,2024-H2,True,79.8,E00879
E02657,2025-05-29,Outstanding,2025-H1,False,88.5,E00879
E02658,2024-06-03,Meets Expectations,2024-H1,False,68.4,E01556
E02658,2024-12-25,High Performer,2024-H2,False,68.5,E01556
E02658,2025-06-28,High Performer,2025-H1,True,78.4,E01556
E02659,2024-06-23,High Performer,2024-H1,False,77.4,E10148
E02659,2024-12-16,Meets Expectations,2024-H2,False,54.9,E10148
E02659,2025-05-20,Meets Expectations,2025-H1,False,74.0,E10148
E02660,2024-06-07,Meets Expectations,2024-H1,False,48.4,E04306
E02660,2024-12-18,Meets Expectations,2024-H2,False,63.2,E04306
E02660,2025-06-01,High Performer,2025-H1,False,79.9,E04306
E02662,2024-05-22,High Performer,2024-H1,True,67.8,E13019
E02662,2024-11-15,Meets Expectations,2024-H2,False,65.0,E13019
E02662,2025-06-28,Meets Expectations,2025-H1,False,70.2,E13019
E02663,2024-05-26,Unsatisfactory,2024-H1,False,34.5,E11587
E02663,2024-12-06,Outstanding,2024-H2,False,87.3,E11587
E02664,2024-06-20,Meets Expectations,2024-H1,False,83.1,E07302
E02665,2024-05-15,High Performer,2024-H1,False,74.8,E06981
E02665,2024-12-14,Outstanding,2024-H2,False,82.9,E06981
E02665,2025-06-23,Meets Expectations,2025-H1,False,57.1,E06981
E02666,2024-06-12,Below Expectations,2024-H1,False,40.5,E09332
E02666,2024-12-14,Meets Expectations,2024-H2,False,82.3,E09332
E02666,2025-05-17,Meets Expectations,2025-H1,False,78.4,E09332
E02667,2024-06-26,Meets Expectations,2024-H1,False,65.4,E03996
E02667,2024-12-22,Unsatisfactory,2024-H2,False,51.7,E03996
E02667,2025-05-21,Meets Expectations,2025-H1,False,82.1,E03996
E02668,2024-06-05,Meets Expectations,2024-H1,False,51.9,E04547
E02668,2024-11-16,Meets Expectations,2024-H2,False,56.6,E04547
E02668,2025-05-31,Meets Expectations,2025-H1,False,64.6,E04547
E02669,2024-06-08,High Performer,2024-H1,False,92.1,E02974
E02669,2024-11-17,High Performer,2024-H2,True,78.8,E02974
E02669,2025-06-11,High Performer,2025-H1,False,84.9,E02974
E02670,2024-06-03,Outstanding,2024-H1,True,79.8,E06707
E02670,2024-12-18,Outstanding,2024-H2,False,90.4,E06707
E02670,2025-06-02,Meets Expectations,2025-H1,False,48.9,E06707
E02671,2024-06-15,Meets Expectations,2024-H1,False,68.5,E00193
E02671,2024-12-01,Outstanding,2024-H2,False,87.4,E00193
E02671,2025-06-27,Meets Expectations,2025-H1,False,56.3,E00193
E02672,2024-06-27,Meets Expectations,2024-H1,False,78.5,E03258
E02672,2024-11-28,Outstanding,2024-H2,False,73.9,E03258
E02672,2025-05-24,Meets Expectations,2025-H1,False,71.0,E03258
E02673,2024-06-05,Meets Expectations,2024-H1,False,71.0,E01793
E02673,2024-12-06,Meets Expectations,2024-H2,False,65.9,E01793
E02673,2025-05-23,Outstanding,2025-H1,False,85.4,E01793
E02674,2024-05-14,Below Expectations,2024-H1,False,46.4,E02539
E02674,2024-11-18,High Performer,2024-H2,False,76.7,E02539
E02674,2025-06-04,Unsatisfactory,2025-H1,False,42.8,E02539
E02675,2024-06-20,Meets Expectations,2024-H1,False,66.3,E14434
E02675,2024-12-03,Outstanding,2024-H2,False,90.1,E14434
E02675,2025-05-21,Unsatisfactory,2025-H1,False,42.6,E14434
E02676,2024-05-20,High Performer,2024-H1,False,76.2,E06024
E02676,2024-12-20,High Performer,2024-H2,False,81.6,E06024
E02676,2025-06-13,Below Expectations,2025-H1,False,46.4,E06024
E02677,2024-06-23,Meets Expectations,2024-H1,False,65.2,E00213
E02677,2024-12-24,Meets Expectations,2024-H2,False,67.9,E00213
E02677,2025-06-22,High Performer,2025-H1,False,63.3,E00213
E02678,2024-06-23,Meets Expectations,2024-H1,False,67.6,E00674
E02678,2024-11-21,Outstanding,2024-H2,False,88.0,E00674
E02678,2025-06-27,Meets Expectations,2025-H1,False,56.8,E00674
E02680,2024-06-24,Outstanding,2024-H1,False,92.7,E13303
E02680,2024-11-21,Outstanding,2024-H2,False,93.0,E13303
E02680,2025-06-26,High Performer,2025-H1,True,67.4,E13303
E02682,2024-05-14,High Performer,2024-H1,False,75.6,E02562
E02682,2024-12-23,Meets Expectations,2024-H2,False,83.0,E02562
E02682,2025-06-10,Meets Expectations,2025-H1,False,54.7,E02562
E02683,2024-06-23,High Performer,2024-H1,True,90.7,E09827
E02683,2024-11-22,Meets Expectations,2024-H2,False,60.5,E09827
E02683,2025-05-24,High Performer,2025-H1,True,71.1,E09827
E02684,2024-06-06,Meets Expectations,2024-H1,False,63.8,E01366
E02684,2024-12-08,High Performer,2024-H2,True,75.2,E01366
E02685,2024-05-15,Meets Expectations,2024-H1,False,62.2,E00922
E02685,2024-11-16,Meets Expectations,2024-H2,False,66.9,E00922
E02685,2025-06-24,Meets Expectations,2025-H1,False,58.2,E00922
E02687,2024-05-18,Meets Expectations,2024-H1,False,55.7,E00905
E02687,2024-12-26,Meets Expectations,2024-H2,False,57.5,E00905
E02687,2025-05-24,Meets Expectations,2025-H1,False,59.8,E00905
E02688,2024-06-11,High Performer,2024-H1,False,69.3,E03615
E02689,2024-06-27,Meets Expectations,2024-H1,False,56.2,E00747
E02689,2024-12-11,Meets Expectations,2024-H2,False,65.0,E00747
E02689,2025-05-24,Unsatisfactory,2025-H1,False,33.5,E00747
E02690,2024-06-19,High Performer,2024-H1,True,63.7,E08970
E02690,2024-11-28,Outstanding,2024-H2,True,92.7,E08970
E02690,2025-06-12,Meets Expectations,2025-H1,False,59.6,E08970
E02691,2024-06-06,Meets Expectations,2024-H1,False,61.1,E00932
E02691,2024-12-03,Meets Expectations,2024-H2,False,65.0,E00932
E02691,2025-06-12,Meets Expectations,2025-H1,False,55.3,E00932
E02692,2024-05-21,Meets Expectations,2024-H1,False,54.0,E08605
E02694,2024-06-21,High Performer,2024-H1,False,63.9,E09822
E02694,2024-12-25,High Performer,2024-H2,True,72.6,E09822
E02694,2025-06-14,High Performer,2025-H1,False,63.4,E09822
E02695,2024-05-19,Meets Expectations,2024-H1,False,63.8,E06375
E02695,2024-12-19,Meets Expectations,2024-H2,False,70.8,E06375
E02695,2025-05-24,Meets Expectations,2025-H1,False,59.0,E06375
E02696,2024-05-28,Meets Expectations,2024-H1,False,54.3,E13402
E02696,2024-12-28,Meets Expectations,2024-H2,False,48.2,E13402
E02696,2025-06-11,Meets Expectations,2025-H1,False,65.0,E13402
E02697,2024-05-24,High Performer,2024-H1,False,78.0,E11042
E02697,2024-12-29,Outstanding,2024-H2,True,80.0,E11042
E02697,2025-06-21,High Performer,2025-H1,False,75.2,E11042
E02698,2024-06-16,High Performer,2024-H1,True,80.3,E02456
E02698,2024-11-12,Meets Expectations,2024-H2,False,70.2,E02456
E02698,2025-06-24,Below Expectations,2025-H1,False,40.4,E02456
E02699,2024-06-29,Meets Expectations,2024-H1,False,77.6,E00073
E02699,2024-12-07,High Performer,2024-H2,False,84.4,E00073
E02699,2025-05-15,Outstanding,2025-H1,False,85.8,E00073
E02700,2024-06-22,Below Expectations,2024-H1,False,36.1,E04408
E02700,2024-12-06,Meets Expectations,2024-H2,False,65.9,E04408
E02700,2025-06-09,High Performer,2025-H1,False,74.4,E04408
E02701,2024-05-20,Below Expectations,2024-H1,False,51.5,E10053
E02701,2024-12-24,Meets Expectations,2024-H2,False,65.0,E10053
E02701,2025-06-22,Below Expectations,2025-H1,False,33.3,E10053
E02702,2024-05-19,Outstanding,2024-H1,False,82.3,E12100
E02702,2024-11-16,High Performer,2024-H2,False,82.3,E12100
E02702,2025-06-02,Meets Expectations,2025-H1,False,49.5,E12100
E02705,2024-05-25,Meets Expectations,2024-H1,False,75.4,E01565
E02705,2024-12-09,Meets Expectations,2024-H2,False,54.1,E01565
E02705,2025-06-19,Outstanding,2025-H1,False,98.8,E01565
E02706,2024-06-23,High Performer,2024-H1,False,66.6,E03961
E02706,2024-12-02,High Performer,2024-H2,False,55.8,E03961
E02706,2025-05-17,High Performer,2025-H1,False,78.7,E03961
E02707,2024-05-26,High Performer,2024-H1,False,71.4,E09981
E02707,2024-12-02,Meets Expectations,2024-H2,False,72.3,E09981
E02707,2025-06-02,Meets Expectations,2025-H1,False,54.3,E09981
E02708,2024-06-26,High Performer,2024-H1,True,80.1,E09610
E02708,2024-12-16,Outstanding,2024-H2,False,89.9,E09610
E02708,2025-05-31,Outstanding,2025-H1,False,76.3,E09610
E02709,2024-05-23,Meets Expectations,2024-H1,False,61.5,E05229
E02709,2024-11-17,Meets Expectations,2024-H2,False,77.4,E05229
E02709,2025-06-20,High Performer,2025-H1,False,75.1,E05229
E02711,2024-06-28,Meets Expectations,2024-H1,False,68.6,E09987
E02711,2024-12-11,Outstanding,2024-H2,False,79.6,E09987
E02711,2025-06-04,High Performer,2025-H1,False,87.9,E09987
E02712,2024-06-10,High Performer,2024-H1,True,67.7,E14173
E02712,2024-12-21,Below Expectations,2024-H2,False,55.0,E14173
E02712,2025-05-30,Meets Expectations,2025-H1,False,64.9,E14173
E02713,2024-05-22,Meets Expectations,2024-H1,False,70.4,E14238
E02713,2024-12-15,Meets Expectations,2024-H2,False,64.3,E14238
E02713,2025-05-27,Meets Expectations,2025-H1,False,65.0,E14238
E02714,2024-06-28,High Performer,2024-H1,False,76.0,E05727
E02714,2024-11-22,Meets Expectations,2024-H2,False,59.9,E05727
E02715,2024-06-10,Outstanding,2024-H1,False,87.6,E01963
E02715,2024-12-15,Unsatisfactory,2024-H2,False,18.0,E01963
E02715,2025-05-19,Outstanding,2025-H1,False,95.2,E01963
E02716,2024-06-14,Meets Expectations,2024-H1,False,62.1,E09482
E02716,2024-12-07,Meets Expectations,2024-H2,False,72.8,E09482
E02716,2025-05-18,High Performer,2025-H1,False,79.3,E09482
E02717,2024-06-21,Outstanding,2024-H1,False,93.8,E09824
E02717,2024-12-22,Below Expectations,2024-H2,False,38.7,E09824
E02717,2025-05-24,Below Expectations,2025-H1,False,46.2,E09824
